ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
4094,P10114;F6U784,RAP2A,plasma_membrane
4095,Q9Y3L5;A0A087X2C3,RAP2C,plasma_membrane
4096,V9HWD0;P17081;D6W5A7;E5RFZ3,RHOQ,plasma_membrane
4097,B7ZKQ9;A0A024RBS4;A0A7P0T9I2;B3KW46;B4DZ71;A0A0S2Z3N2;B4E3I1;Q59FM4;Q8WTV0;F5H4X0;A0A7P0T913;A0A7P0Z4E3;A0A7P0T9B3;A0A0S2Z3I2,SCARB1,plasma_membrane
4098,Q53F03;B2R7N6;P43007;Q9P2X2;B7Z9M1;B7Z561,SLC1A4,plasma_membrane
4099,A0A024R7E4;P29597;E9PM19;B4E123;Q53HA9,TYK2,plasma_membrane
4100,Q9BZM4;B4DXQ3;B4DN91,ULBP3,plasma_membrane
4101,A0A024R546;Q9C0B5;H0YEF4,ZDHHC5,plasma_membrane
4102,A0A024R377;Q6IQ32,ADNP2,nucleus
4103,Q14CW9;K7EKG9;K7ENU1,ATXN7L3,nucleus
4104,B4DLF8,B4DLF8[p],nucleus
4105,Q9BPU9,B9D2,nucleus
4106,H7C1I6,BAZ2B,nucleus
4107,Q8WY36;A8K6U2;Q9H6A7,BBX,nucleus
4108,D9YZW0;Q9H165;Q53TS1;B3KRW8;D9YZV9;B3KNX8,BCL11A,nucleus
4109,Q8WUZ0;I3L1Q2,BCL7C,nucleus
4110,Q9NZM4;A0A087WWH3,BICRA,nucleus
4111,A0A0B4J1S3;B7Z7B9;H3BLT4,BIRC5,nucleus
4112,A0A024R4V5;B7Z926;Q9Y4Q3;B4DZC2,BRD1,nucleus
4113,A7E2C0;Q9UKL3;A0A087WTW5,CASP8AP2,nucleus
4114,Q86V15;B3KRV8,CASZ1,nucleus
4115,Q69YH5;B7Z5Q5,CDCA2,nucleus
4116,A0A0M3L9V7,CDX2,nucleus
4117,Q9BS16;D6RHD3;D6RC76;D6RJF0,CENPK,nucleus
4118,Q6FI36;O95147,DUSP14,nucleus
4119,Q96L91,EP400,nucleus
4120,V5QRV9;Q4KR72;Q92826,HOXB13,nucleus
4121,Q8NEZ4;H7BY37;A0A7P0T8F0;A0A7P0T9K8,KMT2C,nucleus
4122,Q4FZB7;A0A024R5F8,KMT5B,nucleus
4123,A0A6Q8PGP3,LCOR,nucleus
4124,A0A6Q8PGL8;A0A6Q8PFM9;A0A6Q8PGR8;Q96JN0;A0A6Q8PG83,LCOR,nucleus
4125,Q5T3J3,LRIF1,nucleus
4126,Q15013,MAD2L1BP,nucleus
4127,B2RCV0;Q9NS73;B4DE55;S4R3N2;A0A087X1L0;S4R2X9;S4R3P6,MBIP,nucleus
4128,Q8TE76;B4DTP6,MORC4,nucleus
4129,A0A024R7K6;Q567V2,MPV17L2,nucleus
4130,Q969S2;A0A024R361;Q3ZCR7,NEIL2,nucleus
4131,B1AKN8;B1AKN7;B1AKN5;Q12857;B4DRN9;A0A590UK38;B1AKN6,NFIA,nucleus
4132,H9NIM2;P13056,NR2C1,nucleus
4133,P49116,NR2C2,nucleus
4134,Q9BVI0,PHF20,nucleus
4135,Q6PKH2;Q96I87;Q53GN9;P55347;Q5DNB2;E7EPN6;B4DGV5,PKNOX1,nucleus
4136,H7C446,PPAN,nucleus
4137,A0A6Q8PEZ3;B4DSS8;A0A6Q8PH43;A0A6Q8PH82,PTBP2,nucleus
4138,A0A024RC34;I6L8A6;Q99708;F6Q6H0,RBBP8,nucleus
4139,Q8N1G1,REXO1,nucleus
4140,Q96GD3;B3KMZ7;B4DWE6,SCMH1,nucleus
4141,Q9UHJ3;A0A024R338,SFMBT1,nucleus
4142,Q8N196,SIX5,nucleus
4143,A8MT69;J3QR35;J3QR01;J3QRS1,STRA13,nucleus
4144,P21675,TAF1,nucleus
4145,Q8NFU7;A0A023HHK9,TET1,nucleus
4146,Q6FHM5;Q01664;Q59GG3,TFAP4,nucleus
4147,V9HWD1;B3KNK0;Q4W5G0,TIGD2,nucleus
4148,Q96PU4,UHRF2,nucleus
4149,Q5W0Q7;A8K1B1;B3KQ64,USPL1,nucleus
4150,U3KQT9,YLPM1,nucleus
4151,Q53EM1;B2RCP2;Q13105;B4E1F9,ZBTB17,nucleus
4152,Q9UKY1;A0A024R9F1;A8K0G7,ZHX1,nucleus
4153,J3KNV1;O60281,ZNF292,nucleus
4154,Q6AWC6;P17036;A4D2A4;Q86U76;B2RDB6;B3KRP4,ZNF3,nucleus
4155,B7ZKX2;P59923,ZNF445,nucleus
4156,P17097;Q59F42;B2R9D8;F5H290;B4DWJ4,ZNF7,nucleus
4157,Q6IQ21;A8K5X3,ZNF770,nucleus
4158,A0A024RCI2;A8K187;O43309,ZSCAN12,nucleus
4159,H0Y990,ABCE1,mixed
4160,Q8WTS1;A0A0S2Z5D6;C9J1D1;A0A2U3TZT9;A0A2R8YEZ7;A0A0S2Z572,ABHD5,mixed
4161,H3BSK9,ATXN2L,stress_granule
4162,B3KM26;B3KMU8,B3KMU8[p],mixed
4163,Q7Z3E2;Q496Y1;H0Y7V5,CCDC186,mixed
4164,Q6FI18;O00622;B4DI61;Q53FA4,CCN1,mixed
4165,Q93033;A0A1L7MZY4,CD101,mixed
4166,A0A172WBW8;B1AP13;P08174;B2R658;H7BY55;Q8TD12;H3BLV0;B1AP15;B4DUF2,CD55,mixed
4167,A0A223PIC2;A0A2H4ZEU7,CD55,mixed
4168,C9JEZ4;Q9UKI2;B3KY59,CDC42EP3,mixed
4169,P78357;A0A024R1Y9,CNTNAP1,mixed
4170,P02458,COL2A1,mixed
4171,O75064,DENND4B,mixed
4172,D6RCU0;A1LV06;Q9H5J4,ELOVL6,ER
4173,B4E236;B7ZB79;B2R9H9;A0A024R9E9;O60353;B4DL33,FZD6,plasma_membrane
4174,A0A024RBF4;Q86XJ1;G3V1N3;B3KTH9,GAS2L3,mixed
4175,O76095;A0A3B3ITX8,JTB,mixed
4176,Q8IV33,KIAA0825,mixed
4177,P25391,LAMA1,mixed
4178,E5RIL0;Q6FHL7;H0YBC1;C9JVM4;E5RJS9;A0A3B3IS19;E5RHU8;O95214,LEPROTL1,mixed
4179,A0A024RE06;P49917;A8K8Q4;A0A0C4DGV9;B2RBW4,LIG4,mixed
4180,G5EA03;B7Z3F1;B7Z3G0;E7EPK0;H0Y8P3;B7Z656,LIMCH1,mixed
4181,A0A0C4DH07;Q8N2S1,LTBP4,mixed
4182,Q9BSK0,MARVELD1,mixed
4183,P56270;I3L2Z5;A0A087WWR2;Q8WZ46,MAZ,mixed
4184,A0A1W2PQ13;A0A1W2PSA9;Q96MC6;Q32Q64,MFSD14A,mixed
4185,Q9BRA0;I3L4V0;I3L3Z2;A0A0B4J297,NAA38,mixed
4186,A0A1W2PQQ1;Q5HYW2;A0A0J9YY72;A0A0J9YW69,NHSL2,mixed
4187,C9JNM7;B4DQY0;O15259;A0A6Q8PHD4;A0A6Q8PHS3;A0A6Q8PH10,NPHP1,mixed
4188,A0A7I2V3U2,NPM1,nucleus
4189,A0A024R1W6;Q8N138;J3KTF9;J3QRM9,ORMDL3,nucleus
4190,F8W060,OSBPL8,ER
4191,C9JA33;Q8IXS6,PALM2,mixed
4192,Q9BUH6,PAXX,mixed
4193,A0A5A4PVW8;A0A455R6J4;Q99453,PHOX2B,mixed
4194,Q9Y4G2;B4DR59,PLEKHM1,mixed
4195,A0PK02,PLXNB2,plasma_membrane
4196,B7Z6S4;B2RBS3;A0A024QYW5;O43900;H0Y413;Q6IAE4;B7Z5U0,PRICKLE3,mixed
4197,O00391;A8K477;A0A140VKE5;A8K4C2,QSOX1,mixed
4198,G5EMR8;G3V196;A0A2R8YFB8;P59190;G3V562,RAB15,mixed
4199,Q9BSQ6,RPL13A,translation
4200,Q969Q0;B2R4V2,RPL36AL,mixed
4201,B7ZLI0;Q86UN3,RTN4RL2,mixed
4202,Q9UIY3;B2R7R2;B4DZK9,RWDD2A,mixed
4203,A0A087WXR8;Q8WXV2;Q9H228,S1PR5,mixed
4204,Q7L5E9;S4R466;Q0VAQ4,SMAGP,mixed
4205,Q9HCB6,SPON1,mixed
4206,Q8TCT7;A0A087WZ50,SPPL2B,mixed
4207,Q14849,STARD3,lysosome
4208,Q8IWU5,SULF2,mixed
4209,A0A024R8V7;A0A140VK57;P16035;B4DFW2,TIMP2,mixed
4210,Q96I45,TMEM141,mixed
4211,Q14106,TOB2,mixed
4212,A6NHG8;A0A024R6N1;Q13114;H0YL26,TRAF3,mixed
4213,Q2Q1W2,TRIM71,mixed
4214,Q5BVD1,TTMP,mixed
4215,A0A024R1I1;Q9UDW3,ZMAT5,mixed
4216,Q9P0K1;Q08AL8;D6W5P7,ADAM22,plasma_membrane
4217,Q9UHI8;A0A7I2YQL5;Q5HYL0;Q8NE26;B2RB33;A0A7I2V5J1,ADAMTS1,early_endosome
4218,B3KVJ0;B7ZLX9;A0A0A0MSC1;O60266;B3KNM3;U3KQ91,ADCY3,plasma_membrane
4219,O60503,ADCY9,plasma_membrane
4220,P54709;D3DNF9;C9JA36,ATP1B3,plasma_membrane
4221,B3KNF9,B3KNF9[p],plasma_membrane
4222,B3KNN9;B4DX43,B4DX43[p],plasma_membrane
4223,B5BUG9;P36894,BMPR1A,plasma_membrane
4224,F8VNT9;F8VV56;F8W022;F8VWK8;W6A4U0;A0A024RB05;P08962,CD63,plasma_membrane
4225,Q9NRR3;D6REL0,CDC42SE2,plasma_membrane
4226,Q9NY35;D6RA76;D6RCR8;D6RDI6;D6RFX6;D6RCE6;D6R9S8;D6RC11;D6RDY1;D6RHU6;D6RDP6;D6RIU2;A0A0R4J2F2;D6RAZ7;D6RD48,CLDND1,plasma_membrane
4227,Q9H8M5,CNNM2,plasma_membrane
4228,Q6P4Q7,CNNM4,plasma_membrane
4229,Q8N8Z6,DCBLD1,plasma_membrane
4230,A0A024R161,DNAJC25-GNG10,plasma_membrane
4231,A0A024R9N6;A8K9B9;Q9H223,EHD4,plasma_membrane
4232,A8K5U6;A0A140VJJ0;P29320;Q6P4R6;C9JXA2,EPHA3,plasma_membrane
4233,A1MA61;P54764;Q53TA0;E9PG71;Q58F15,EPHA4,plasma_membrane
4234,Q15375;A0A7P0TA58;A0A7P0TBL4,EPHA7,plasma_membrane
4235,A0A024RAP7;P25116;B4DLS3,F2R,plasma_membrane
4236,V5YQL4,FGFR2-AHCYL1,plasma_membrane
4237,A0A654IDC0;P36383;Q5H9P2,GJC1,plasma_membrane
4238,A0A384NPH9;P35052;H7C410;A0A024R4D5;H7C024,GPC1,plasma_membrane
4239,P06213,INSR,plasma_membrane
4240,P13612;Q59H74;E7EP60;Q6PJE7,ITGA4,plasma_membrane
4241,B3KY04;A0A140VJM4;Q96CX2,KCTD12,cytosol
4242,Q5SW96;B3KR97;Q9H7R8,LDLRAP1,plasma_membrane
4243,A0A0S2Z3Y1;Q08380;B4DVE1;B3KP88;B4DDG4;B4DI70;B4DWA8,LGALS3BP,ER
4244,Q6NSJ5,LRRC8E,plasma_membrane
4245,D3DUL8;Q6P9B6;H3BM75,MEAK7,plasma_membrane
4246,A0A024R6U8;P51511;Q7KZY0,MMP15,plasma_membrane
4247,Q6NSJ0,MYORG,plasma_membrane
4248,Q92859;A0A024R610;Q59FP8,NEO1,plasma_membrane
4249,A0A7P0TB20;A0A7P0T8U6;P46531;A0A7P0T8W1;A0A7P0TA56,NOTCH1,plasma_membrane
4250,O14786;Q59F20;A8K9V7;E9PEP6;Q6X907;Q5JWQ6;Q5T7F0;Q9H2E1;E7EX60;Q71SW6;Q5JWQ4;Q6AWA9,NRP1,plasma_membrane
4251,O14495,PLPP3,plasma_membrane
4252,A0A024R8J2;Q93096;B5BU78;A0A0D9SGK2,PTP4A1,plasma_membrane
4253,Q06124;A0A3G1LBG2;A0A1W2PPU4;B3GUD5,PTPN11,plasma_membrane
4254,Q92729,PTPRU,plasma_membrane
4255,O94955,RHOBTB3,plasma_membrane
4256,Q86XS8;Q1WWL6;E5RI87,RNF130,plasma_membrane
4257,Q8NC42;F8WCD0;Q53SV6,RNF149,plasma_membrane
4258,Q9Y6N7;A0A0A0MSX4;B7Z687,ROBO1,plasma_membrane
4259,D9ZGF8;Q13464;A0A0U1RQV4,ROCK1,plasma_membrane
4260,Q96GP6,SCARF2,plasma_membrane
4261,B4DMR3;A0A024R498;A0A024R451;P07093;C9JN98,SERPINE2,plasma_membrane
4262,Q14542,SLC29A2,plasma_membrane
4263,A0A024R824;O15431;Q9BT69;Q6P708,SLC31A1,plasma_membrane
4264,B3KNL1;A0A024R4Y3;O75387;E9PJ68,SLC43A1,plasma_membrane
4265,B5M450;E9PFN4;A0A0A0MST8,SLC4A7,plasma_membrane
4266,P53794,SLC5A3,plasma_membrane
4267,P12931,SRC,plasma_membrane
4268,Q03167;A0A0A8KWK3,TGFBR3,plasma_membrane
4269,Q24JP5,TMEM132A,plasma_membrane
4270,A0A024QZ97;Q9NW97,TMEM51,plasma_membrane
4271,B4E171;B4DEB8;Q7Z3Z6;B4DDG0;B4DEA5;P41732,TSPAN7,plasma_membrane
4272,A8IK34;Q6AI12,ANKRD40,Golgi
4273,A0A024R4U0;Q9NP61;B7Z6L2,ARFGAP3,Golgi
4274,B0YIW9;Q96KC2,ARL5B,Golgi
4275,Q5T2E6,ARMH3,Golgi
4276,Q96L58;Q499Z2,B3GALT6,Golgi
4277,B3KMW0,B3KMW0[p],Golgi
4278,Q9BX70;Q6NT96;K7ENV9,BTBD2,mixed
4279,Q9NS00;A0A024RA32,C1GALT1,Golgi
4280,Q9Y5P4;A0A2R8Y7Q9;A0A024RAJ5;A0A2R8YEK8;A0A2R8YE18;A0A2R8Y7C5;A0A2U3TZL3;A0A2R8YE59;A0A2R8YFA1,CERT1,Golgi
4281,Q8IZ52,CHPF,Golgi
4282,G5E9W2;B3KPG6;Q9P2E5,CHPF2,Golgi
4283,Q86X52,CHSY1,Golgi
4284,B4E2F3,COG3,Golgi
4285,U3KQU7,COG5,Golgi
4286,A0A0K0K1J1;P01034,CST3,Golgi
4287,U3KQU4;A0A024R342;O14569,CYB561D2,Golgi
4288,Q5T7M9;A0A087WZK6;A0A087X2C2;A0A087WZ97;B4E174,DIPK1A,Golgi
4289,B7Z765;Q9UL01;B3KY37,DSE,Golgi
4290,Q8N8F1;Q49A43;Q05DH5;Q9UBQ6;B4DNZ2;Q8IYF4;C9JEG3,EXTL2,Golgi
4291,A0A384NPY9;O43909,EXTL3,Golgi
4292,Q5W0V3,FHIP2A,Golgi
4293,A0A024R0R7;Q9H9S5,FKRP,Golgi
4294,Q546E0;Q9BYC5;A8K8P8;A0A669KAW1;G3XAD2,FUT8,Golgi
4295,Q8IXK2;Q58A70,GALNT12,Golgi
4296,F8VUJ3;Q8N4A0,GALNT4,Golgi
4297,Q24JS2;Q8NCL4;B4DL56;D7UNW5;S4R3S5,GALNT6,Golgi
4298,B2RDB1;A4D0Z4;Q96CN9;B3KS56,GCC1,Golgi
4299,Q8IW92;A0A024R3N9;Q8NCG3,GLB1L2,Golgi
4300,Q9H4A5;Q5T5I6,GOLPH3L,Golgi
4301,Q9NPR9;A8K7F3;M0R1G1;M0QYF6,GPR108,Golgi
4302,Q96ED9,HOOK2,Golgi
4303,A0A024QZ08;Q8IY31;J3QR43;J3QRC6;A0A087X2B4,IFT20,Golgi
4304,P32019;B3KMW4;E7ESY0,INPP5B,cytosol
4305,P24390;Q96H29;M0R1Y2,KDELR1,Golgi
4306,Q8IUY4,KIAA0930,Golgi
4307,Q14766;E7EV71;C9JD84;B7ZLY3,LTBP1,Golgi
4308,Q5SRI9,MANEA,Golgi
4309,Q5VSG8,MANEAL,Golgi
4310,Q6N075,MFSD5,Golgi
4311,Q9UQ53;H0YB84;H0YC13,MGAT4B,Golgi
4312,Q09328;Q53SM9,MGAT5,Golgi
4313,A0A384NYU5;Q9H7X0;I3L2K7;I3L2M6;I3L1T4;I3L153;I3L1X5;I3L4T5;I3L4Q3;I3L4Q5;I3L205;I3L2B4,NAA60,Golgi
4314,P52848;A8K8T3;E7EVJ3;B7Z1Q0;Q59GK2,NDST1,Golgi
4315,B4DRD3;B8ZX62;P00750;B4DNJ1;B4DN26;E7ESF4;B4DV92;A0A7I2YQ93,PLAT,Golgi
4316,A0A2P1JJM6;Q96JA3;A0A087X1S6;B5MDU3,PLEKHA8,Golgi
4317,P55058;Q53H91;B3KUE5,PLTP,ER
4318,Q8WZA1,POMGNT1,Golgi
4319,B7Z4T2;B7Z3R9;E9PDB7;Q8TE99,PXYLP1,Golgi
4320,B4DEC8;B4DXP6;Q9Y644;F5H3H7;A0A024R8W6,RFNG,Golgi
4321,Q8NEW0,SLC30A7,Golgi
4322,A0A494BZZ8;Q96K49;H7C1G1;H7C0B3,TMEM87B,Golgi
4323,Q13049;A0A024R843,TRIM32,Golgi
4324,A0A024R5J8;Q8WUA8;B3KRF9,TSKU,Golgi
4325,Q5THJ4;H3BLS7,VPS13D,Golgi
4326,A8KA24;Q9P1Q0,VPS54,Golgi
4327,Q9H1B5;A0A0C4DFW8;B4DT06,XYLT2,Golgi
4328,P68032;D2JYH4;A8K3K1;P68133;P62736;B7Z6P1;B3KUD3;A6NL76,ACTC1,actin_cytoskeleton
4329,P63261;B4E3A4;I3L3I0;I3L1U9,ACTG1,actin_cytoskeleton
4330,P12814;A0A024R694;A0A7I2V4Y4;Q86TX4;B4DFY0,ACTN1,plasma_membrane
4331,A0A0S2Z3G9;O43707;Q96BG6,ACTN4,actin_cytoskeleton
4332,Q02952,AKAP12,actin_cytoskeleton
4333,P07355;A0A024R5Z7;V9HW65;H0YMW4;H0YN42;H0YM50;H0YMU9;H0YMD0;A6NMY6;H0YKS4;H0YNB8;H0YNP5,ANXA2,actin_cytoskeleton
4334,A0A0S2Z2Z6;P08133;A8K3Q7;B7Z582;Q6ZP35;E7EMC6,ANXA6,cytosol
4335,P62330;Q5U025;Q6FH17,ARF6,plasma_membrane
4336,B4DH52,B4DH52[p],nucleus
4337,A1NYL2;Q9H425;E5RI90,C1orf198,actin_cytoskeleton
4338,A0A024RAA5;P60953;B4E1U9;B7ZAY4;B4DMH5;A0A590UJK8;Q5JYX0;Q9UJM1,CDC42,plasma_membrane
4339,O14613;B3KUZ5,CDC42EP2,mixed
4340,A0A090N7W4;Q00535;Q6IAW3;A0A0S2Z355,CDK5,cytosol
4341,V9HWI5;P23528;E9PP50;G3V1A4;E9PK25;E9PQB7;B4E112,CFL1,actin_cytoskeleton
4342,A0A024RBR1;P30622;F5H0N7;Q59GJ4;F5H6A0,CLIP1,cytosol
4343,Q15417,CNN3,actin_cytoskeleton
4344,C9JZR2;Q68DU0;O60716,CTNND1,plasma_membrane
4345,A0A024R9G4;Q9NUQ9,CYRIB,cytosol
4346,Q5CZB5,DKFZp686M0430,actin_cytoskeleton
4347,V9HWA6;P60981;F6RFD5;B7Z9M9,DSTN,actin_cytoskeleton
4348,A0A024QZT2;Q96KP1;B3KPN7,EXOC2,plasma_membrane
4349,A0A024QYZ6;O60645;Q69YP2,EXOC3,plasma_membrane
4350,A0A0A0MSB8,EXOC7,actin_cytoskeleton
4351,A0A024R687;Q96AC1;H0YJ34;A0A0U1RRM8,FERMT2,actin_cytoskeleton
4352,P21333;Q8TES4,FLNA,actin_cytoskeleton
4353,O75369;A0A024R321;E7EN95;Q68CT4,FLNB,actin_cytoskeleton
4354,P60983;G3V4P8,GMFB,actin_cytoskeleton
4355,A0A384ME16;B0LPF3;P62993;B3KR50;Q6ICN0;J3KT38,GRB2,plasma_membrane
4356,X5D939;X5DR09;P78347;X5D2J9;X5DNP5;A8K9W7,GTF2I,nucleus
4357,P37235;Q6FGY1;E9PC71;Q68CP5,HPCAL1,plasma_membrane
4358,A0A024RC65;P46940;A4QPB0;A0A0J9YXZ5;H0YLE8;Q6P1N4,IQGAP1,actin_cytoskeleton
4359,P48059;A0A0M3HER1,LIMS1,cytosol
4360,P58546;Q69YG1,MTPN,actin_cytoskeleton
4361,P35580,MYH10,actin_cytoskeleton
4362,A0A024R1N1;P35579;Q86XU5,MYH9,actin_cytoskeleton
4363,O14950,MYL12B,actin_cytoskeleton
4364,G8JLA2;Q6IBG5,MYL6,actin_cytoskeleton
4365,P60660;F8W1R7;G3V1V0;J3KND3;G3V1Y7,MYL6,actin_cytoskeleton
4366,L0R512,NCAM2,actin_cytoskeleton
4367,A0A024R8B2;P62166,NCS1,plasma_membrane
4368,O14737;K7EQA1;K7ESJ4,PDCD5,actin_cytoskeleton
4369,V9HW92;O00151,PDLIM1,plasma_membrane
4370,Q8TBX8;B3KQV3,PIP4K2C,actin_cytoskeleton
4371,P62136;A0A140VJS9;E9PMD7;A0A7I2V4F7,PPP1CA,actin_cytoskeleton
4372,V9HW04;P62140;B4DJ75;B7ZB67,PPP1CB,actin_cytoskeleton
4373,A0A024RBP2;P36873;Q9UPN1;F8VYE8;F8W0W8;F8VR82,PPP1CC,plasma_membrane
4374,Q1KLZ0;P60709;B4E335;Q8WVW5;Q53G76;E7EVS6;Q6PJ43;B7ZAP6,PS1TP5BP1,actin_cytoskeleton
4375,P60763,RAC3,actin_cytoskeleton
4376,A0A024R324;P61586;B4DKN9;Q9BVT0;A0A7I2YQV1;A0A7I2V3G1;C9JNR4;C9JX21,RHOA,plasma_membrane
4377,V9HW48;O75368;D3DTE6;B0AZV6,SH3BGRL,cytosol
4378,Q9Y6E0,STK24,mixed
4379,H7BYY1,TPM1,cytosol
4380,B2RDE1;A0A0S2Z4G4;A0A087WWU8;Q8NAG3;B4DWT5;B4DQ80,TPM3,actin_cytoskeleton
4381,P67936;V9HW56;B4DVY2,TPM4,cytosol
4382,A0A024RDH2;P61077;A0A087WY85;D6RA11;D6RFM0;D6RAH7,UBE2D3,actin_cytoskeleton
4383,O75934;B2R7W3;Q53HE3,BCAS2,nucleus
4384,A0A7I2V383,BCL2L2-PABPN1,nucleus
4385,Q9NYF8,BCLAF1,nucleus
4386,P25440;A0A0G2JK44;A0A024RCR5;A0A140T9E9;H0Y6K2;A0A1U9X7A8;A0A1U9X7B4;A0A1U9X7B3;A0A1U9X7B8;A0A140T9V2;U3KQA6;A0A0G2JHL0;A0A140T9F7,BRD2,nucleus
4387,Q53HL2;A8K7A2,CDCA8,nucleus
4388,G5EA30;Q92879,CELF1,nucleus
4389,Q05048;B4DDG3;A0A0A0MSZ9,CSTF1,nucleus
4390,B4DUD5;P33240;E7EWR4;B3V096;E9PID8,CSTF2,nucleus
4391,Q12996,CSTF3,nucleus
4392,O00148;B4DX78,DDX39A,nucleus
4393,Q13838;A0A024RCM3;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6TRA5;A0A0A0MT12;F6S4E6;Q59G92,DDX39B,nucleus
4394,Q6MZS5,DKFZp686A13234,nucleus
4395,A0A7I2V490;A0A7I2V5F1;Q59FP7,DNMT1,nucleus
4396,A0A024R582;Q92785;J3KMZ8,DPF2,nucleus
4397,H0YHG0,H0YHG0[p],nucleus
4398,P54198;A8K194,HIRA,nucleus
4399,Q13151,HNRNPA0,nucleus
4400,P09651;A0A024RAZ7;F8W6I7;A0A7I2V2L6;F8VZ49;A0A024QZ98;Q32P51;F8VTQ5;B4E0B5,HNRNPA1,nucleus
4401,A0A7I2V3R8;A0A024RB53;A0A7I2V3W0;Q6IPF2;Q0VAC0;A0A7I2YQX9;A0A2R8Y4L2,HNRNPA1,nucleus
4402,P22626;A0A7I2V323;A0A384NL58;A0A7I2V3P7;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V4I6;A0A7I2V4S4;A0A024RA28;A0A087WUI2;I6L957;A0A7I2V4N0;A0A7I2YQN4,HNRNPA2B1,nucleus
4403,A0A384NL63;P51991;A0A7I2V2R3;A0A7I2V5D8;A0A7I2V4J6;A0A7I2V402;A0A7I2V4G0,HNRNPA3,nucleus
4404,D6R9P3;D6RD18;B4DMY3;D6RBZ0;Q53F64;Q99729,HNRNPAB,nucleus
4405,G3V4C1;B3KX96;G3V251,HNRNPC,nucleus
4406,A0A024R7T3;P52597;B4DKS8,HNRNPF,nucleus
4407,A0A384MDT2;P55795;B4DFK9;B4DP00,HNRNPH2,nucleus
4408,A0A024QZK8;P31942;Q53F48;A0A024QZP1;B4DHY1,HNRNPH3,nucleus
4409,Q6NTA2;P14866;A0A384N6C7;M0QXS5,HNRNPL,nucleus
4410,M0QZM1,HNRNPM,nucleus
4411,O43390;B4DMB1;Q0VGD6;A0A6Q8PH35;A0A6Q8PEX7,HNRNPR,nucleus
4412,Q1KMD3,HNRNPUL2,nucleus
4413,Q9NQS7;B3KPD3,INCENP,nucleus
4414,Q07666;B4DDX2;B4E043;B2R7B5,KHDRBS1,nucleus
4415,A4D0W0;O95777;F2Z2Y6;C9JIZ0;C9JNV3,LSM8,nucleus
4416,A0A023T6R1;Q96A72;F5H6P7;F5H6N1,MAGOHB,nucleus
4417,A8MXP9,MATR3,nucleus
4418,Q86U42,PABPN1,nucleus
4419,B7ZLY0;A0A0A0MSI2;Q8IXK0;B3KPJ4;B4DG61,PHC2,nucleus
4420,F8W0Q9,PPHLN1,nucleus
4421,Q59EC0,Q59EC0[p],nucleus
4422,Q9UKM9,RALY,nucleus
4423,P38159;B4E352;H3BT71;H0Y6E7,RBMX,nucleus
4424,Q06330;A0A7P0TBJ4;A0A7P0T9Y9;A0A7P0T947;A0A7P0Z4N7;D6RF98;B7Z8D8;A0A024R9Q8,RBPJ,nucleus
4425,A8K329;Q15424;B7ZLP5;B7Z2Z1;B7Z2F6;B7Z1C7;B7Z959,SAFB,nucleus
4426,Q14151;A0PJ47,SAFB2,nucleus
4427,P62308;Q49AN9;F5H013;A8MWD9,SNRPGP15,nucleus
4428,Q96T58,SPEN,nucleus
4429,Q13242;A8K3M9;H0YIB4,SRSF9,nucleus
4430,A0A024R169;Q9NXF1;B4DQR0,TEX10,nucleus
4431,Q7Z5U1;Q05D20;Q6P0P7;Q6PJV4,THRAP3,nucleus
4432,Q9Y2W1;A0A3B3ITZ9,THRAP3,nucleus
4433,P49750;Q8NF45;H0YIQ2;F8VU51,YLPM1,nucleus
4434,A0A024RDY6;O95409,ZIC2,nucleus
4435,Q14966;A8K583;D6W5H1,ZNF638,nucleus
4436,B4DYW0;A0A087WZ62;Q9H6U8;B4DQI3;H0YCW6,ALG9,ER
4437,Q12797,ASPH,ER
4438,Q9H6E4,CCDC134,ER
4439,A6NLH6;Q9P003;A6NJ96;Q53HE6,CNIH4,ER
4440,F8W031;F8VXJ7;F8W1K5,CNPY2,ER
4441,Q9BT09;A0A024RD07,CNPY3,ER
4442,A0A087X0S5;A0A384P5H7;P12109;B4DRR8;D3DSM7,COL6A1,ER
4443,Q8NBJ5,COLGALT1,ER
4444,F5GXX5;P61803;Q53G02;F5H895;A0A0B4J239,DAD1,ER
4445,A8KA82;Q13217,DNAJC3,ER
4446,Q8N766,EMC1,ER
4447,A0A024R9N3;Q5J8M3;H0YNK8;A0A0S2Z598;H0YK61;S4R329;H0YNK0;H0YLP8,EMC4,ER
4448,O94919,ENDOD1,ER
4449,Q86TW5;Q6FII3;Q9UKR5,ERG28,ER
4450,V9HWD3;Q96DZ1,ERLEC1,ER
4451,A0A024R1W3;Q96AY3;B4DJJ5;Q658U4;Q8NAG5;Q6ZME7;H0Y827,FKBP10,ER
4452,Q8TED1,GPX8,ER
4453,Q6Y1H2,HACD2,ER
4454,V6A6E5,HLA-C,ER
4455,Q8NBQ5;D6RCD0,HSD17B11,ER
4456,Q70UQ0,IKBIP,ER
4457,A1L0T0;M0R026;Q59GP4,ILVBL,ER
4458,A0A024R972;P11047,LAMC1,ER
4459,Q6P1A2;F5H0M4,LPCAT3,ER
4460,B4DH58;A0A087WU53;Q9H0U3,MAGT1,ER
4461,Q14165;F5H1S8,MLEC,ER
