ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
6573,Q71U36,TUBA1A,cytosol
6574,P62253;I3L0Q0;I3L2Q4,UBE2G1,cytosol
6575,Q8NFA0;K7EQL6;K7EKZ1,USP32,cytosol
6576,O95218,ZRANB2,mixed
6577,Q9C0D3;B4DK95;A8DPD7,ZYG11B,mixed
6578,B4DZK0;C9JIK8;B7ZA52;B4DNY2,ATG4B,cytosol
6579,B4DDQ8,B4DDQ8[p],cytosol
6580,B4DQM3;Q9BPX7,C7orf25,cytosol
6581,P42574;C9JXR7;A8MVM1;Q5HYI3,CASP3,cytosol
6582,A0A024R3Z8;Q14790;B6CGU5;A0A024R3Z9;Q6NVI2;A0A0A0MS31;E7ETB7;K4FGA0,CASP8,cytosol
6583,B2R4C9;P51397,DAP,cytosol
6584,B4DZS0;O76075;A0A024R4C8,DFFB,cytosol
6585,H0Y8X4,DNPH1,cytosol
6586,A0A1B0GV26;Q8WWZ3;A0A0K0VQ49;B1AL55,EDARADD,cytosol
6587,Q13541,EIF4EBP1,cytosol
6588,Q04446;Q59ET0;E9PGM4;B4DUF1,GBE1,cytosol
6589,F5H0U5;A0A024RBI7;Q9NZD2,GLTP,cytosol
6590,Q9BXV9,GON7,cytosol
6591,Q58FF8,HSP90AB2P,cytosol
6592,Q9BW83;F5GZ09;I7FU17;B1AH58;H0Y6C7,IFT27,cytosol
6593,Q6ZNB1;Q5H9Q6;B4DNJ7;P20839;C9J381;B3KRZ3;A0A024R725;A0A3B3IRL5;C9K0R9,IMPDH1,cytosol
6594,Q15048;E9PP40,LRRC14,cytosol
6595,A0A024RB62;Q9UBP6,METTL1,cytosol
6596,A0A2R8YE86,MORN2,cytosol
6597,Q8TBE9,NANP,cytosol
6598,Q6IB24;O43924;B8ZZK5;C9IZ52,PDE6D,cytosol
6599,J3K000;A0A140VJR2;P12955;A0A494C165;K7ES25;A0A494C194,PEPD,cytosol
6600,Q96G03;B4DN40,PGM2,cytosol
6601,B4DGK0;B3KU76;Q8NG27;B4DDN5;A8K3C8,PJA1,cytosol
6602,P63098;D3YTA9;F6U1T9,PPP3R1,cytosol
6603,A0A024R8A0;Q7Z6M1;A0A0S2Z4Z5;A0A0S2Z4Z1,RABEPK,cytosol
6604,P47224;Q53EV1,RABIF,cytosol
6605,O75771;K7EN92,RAD51D,cytosol
6606,Q9Y508;A0A096LNV3;A0A096LP02,RNF114,cytosol
6607,Q8N799;Q86W54;H0YAD3;H0Y992,SPATA24,cytosol
6608,Q9BYN0,SRXN1,cytosol
6609,O95455,TGDS,cytosol
6610,A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9,THUMPD1,cytosol
6611,Q9GZN8;H7BYU9,ADISSP,cytosol
6612,Q53F20;Q9BTT0;Q5TB19,ANP32E,cytosol
6613,Q9P287,BCCIP,mixed
6614,Q9H3K6;H3BV85,BOLA2,cytosol
6615,P07384;A0A024R5A3;A0A024R580;B2RDI5;B4DWH5,CAPN1,cytosol
6616,A0A669KAX4;A0A7P0TAQ3;Q13620;A0A7P0T8P8;A0A7P0T9C8;A0A7P0T9D0;A0A669KBG9;A0A7P0T9P5;A0A7P0TAF9,CUL4B,cytosol
6617,Q6ICB0,DESI1,cytosol
6618,P55039;A8MZF9;Q59FW9,DRG2,mixed
6619,P62495;B7Z7P8,ETF1,mixed
6620,Q14320;B0S8I6,FAM50A,mixed
6621,A0A087X2I2;P36969;Q6PI42;A0A087WT12;K7ERP4;K7ENB4;K7EJ20;K7EKX7;R4GNE4;A0A0A0MTT1,GPX4,mixed
6622,O94927,HAUS5,mixed
6623,Q7Z4H7;Q5VY60,HAUS6,mixed
6624,Q6AI08;K7EIX2;Q0VD96;A0A087WXZ7,HEATR6,mixed
6625,Q9H910;A6NGP5;H3BU16,JPT2,cytosol
6626,A0A024R9Y7;Q9UNF1;Q5H909;B4DX55;Q5H907,MAGED2,mixed
6627,Q5U0D0;O43318;Q5U0C9;B4DRH8;Q9UG54,MAP3K7,cytosol
6628,P48739;B2R7P6;A0A0A0MSW4;B3KYB7,PITPNB,cytosol
6629,Q14181;A0A3B3ITS5,POLA2,mixed
6630,P54646;B2RA25;A0MZF5;A0A087WXX9,PRKAA2,cytosol
6631,Q8IXW5,RPAP2,mixed
6632,Q6UVJ0;B4DYM7,SASS6,mixed
6633,Q53XR6;Q15796,SMAD2,mixed
6634,Q9HBM1;C9JW94,SPC25,mixed
6635,Q9NYJ8;B4DIR9;A0A1B0GV57,TAB2,mixed
6636,A0A024RBK4;O14545;F8VNX8,TRAFD1,cytosol
6637,P68363;B3KT06;B3KPS3;B4DDU2,TUBA1B,cytosol
6638,Q5JP53;A0A384NYT8;Q5SU16;P07437;B7ZAF0;B4DY90;Q5ST81;Q6LC01;B7ZAK1;B4DQN9;B4E052;B4DMU8;Q96B85;B4DXZ5,TUBB,cytosol
6639,Q8IZ29;P68371;Q8N6N5,TUBB4B,cytosol
6640,Q3ZCM7;A0A075B736,TUBB8,cytosol
6641,Q9UBT2;A0A3R5W301;B2RDF5;B3KMZ6;B3KNA3;B7Z5X0,UBA2,cytosol
6642,Q5T4S7,UBR4,cytosol
6643,A0A140VJZ4;P15374;A0A087WTB8;Q5TBK7,UCHL3,cytosol
6644,A6QL63;B3KY13;B3KVD0;B3KXB0,ABTB3,cytosol
6645,A0A0S2Z4Z7;O43572;A0A0S2Z4Y8;E7EMD6;Q2XPN4;A0A0S2Z513,AKAP10,mixed
6646,O96018,APBA3,cytosol
6647,A0A5F9ZGY2;A0A5F9ZH74;A0A090N8P4;A0A5F9ZGX9;Q3SYG4;A0A090N7W2;A0A5F9ZH14;A0A5F9ZHP5;A0A5F9ZH37;A0A5F9ZHE7;B3KRC8;H7BZ69,B1,cytosol
6648,P27482,CALML3,mixed
6649,Q8TAP6,CEP76,mixed
6650,A0A494BZW6;Q9H799;H0Y9I8;H0YA77,CPLANE1,cytosol
6651,Q7L1T6;B2R7W7,CYB5R4,cytosol
6652,Q9UK59,DBR1,mixed
6653,O75935;X6RCK5;X6RLR1;X6RA56;A0A0A0MRV8;Q8NB28,DCTN3,cytosol
6654,O00399;E5RK00,DCTN6,early_endosome
6655,H0YA20;Q59FF7;E9KL49;A0A140VKC1;P52824,DGKQ,mixed
6656,Q86TI2;M0R2A8,DPP9,cytosol
6657,E9PGM1;B4DSI9,EIF4G1,stress_granule
6658,Q13158;Q6LCB0,FADD,cytosol
6659,H8Y6P7,GCOM1,mixed
6660,B3KXL6;Q8IVV7;K7ENE2,GID4,cytosol
6661,Q8IV36;B4E226;Q8NC03,HID1,mixed
6662,Q9H3R0;C9J879;B7Z3V6;B4E239;B4E142,KDM4C,mixed
6663,A8K972;O60294,LCMT2,cytosol
6664,Q9UPN3;A0A7P0MQR8,MACF1,plasma_membrane
6665,Q96EN8,MOCOS,cytosol
6666,M0QY43;B3KWH4,MYH14,cytosol
6667,Q08AG7,MZT1,mixed
6668,Q9BZQ8,NIBAN1,mixed
6669,B4E074;K7EN33,NLE1,mixed
6670,Q05397,PTK2,mixed
6671,A0A7P0TA23;Q9HD40;B7Z8P7;A0A7P0Z4P3,SEPSECS,cytosol
6672,C9J7I0,UMAD1,cytosol
6673,Q16831;C9J486;C9JIP2;B4DND0;F8WD51,UPP1,mixed
6674,A0A024RAQ9;Q59FG9;P13611;A0A024RAL1;Q6MZK8;E9PF17;A0A024RAP3;D6RGZ6,VCAN,mixed
6675,A0A0S2Z644;Q96AP4;A0A0S2Z605;A0A0S2Z623,ZUP1,mixed
6676,V9HWA7;Q15699,ALX1,nucleus
6677,A0A096LNL9,ATRX,nucleus
6678,O15265;A0A2R8YDD6,ATXN7,nucleus
6679,B2R5U7,CBF2,nucleus
6680,Q12873;B4DLC6;A0A5F9ZHX5,CHD3,nucleus
6681,Q92800;A0A0A0MSY9,EZH1,nucleus
6682,H3BNM4;Q8NBZ0;J3KNE2;I3NI13;I3L270,INO80E,nucleus
6683,A0A384NYG5;B4DSE1,MED17,nucleus
6684,Q7L4E1,MIGA2,nucleus
6685,A0A6I8PU16;A0A024RDV2;D6R968;Q92802;A0A6I8PRT3;A0A6I8PRX5;A0A6I8PRV3;A0A6I8PRE0;A0A6I8PRM1,N4BP2L2,nucleus
6686,A0A024R411;Q13416;B4DYU9,ORC2,nucleus
6687,Q86YC2;A0A386NC12;A0A386NG36;A0A386NDA4;A0A386NC04;A0A386NFW8,PALB2,nucleus
6688,B7Z4A9;Q5JS98;P40426;B7Z5Q0;Q96AL5;U3KQA2;A0A024R864;H0Y5D0,PBX3,nucleus
6689,Q8NEA7;A0A0S2Z4M2;O15297;B2R7A1,PPM1D,nucleus
6690,Q13029,PRDM2,nucleus
6691,Q7Z5J4;A0A1W2PQJ7,RAI1,nucleus
6692,P12757,SKIL,nucleus
6693,Q9H4I9,SMDT1,nucleus
6694,A0A384NPV0;A8K3L6;V9HVY9;A0A384MEC0;Q9P0W8,SPATA7,nucleus
6695,B3KU13;A0A0S2Z4G1;A0A024R0Y4;O75478,TADA2A,nucleus
6696,Q8N3R3,TCAIM,nucleus
6697,C6ZRK4;C6ZRJ5;C6ZRJ6,TCF7L2,nucleus
6698,Q14188;C9J461;C9J872,TFDP2,nucleus
6699,D3DU05;J3QLK5,TLK2,nucleus
6700,Q96N46,TTC14,nucleus
6701,N0DVX5;N0DVB2;Q9HCK1;A0A3B3ITZ5,ZDBF2,nucleus
6702,E7EVZ1;Q86UP3;E5RI93,ZFHX4,nucleus
6703,Q9H4I2;A8K8Q0,ZHX3,nucleus
6704,A0A024RCM2;Q99676;Q6ZND3,ZNF184,nucleus
6705,A0A024R383;Q9UL36;J9JID5;J3QQL1;Q9NWI2,ZNF236,nucleus
6706,Q5T7W0,ZNF618,nucleus
6707,O15015,ZNF646,nucleus
6708,Q9P2R3;B3KPZ0;Q5H9P4,ANKFY1,early_endosome
6709,C0JYY2;P04114;E1A689,APOB,early_endosome
6710,Q53F78;A0A024R1X5;Q14457;B4DS82;E7EV84;W0FFG4;B4DQ36,BECN1,early_endosome
6711,O60826;A0A024QZ03,CCDC22,early_endosome
6712,Q567U6;F8W9X7,CCDC93,early_endosome
6713,Q8N668;Q53EN2,COMMD1,early_endosome
6714,Q9Y6G5;D6RJ90;H0Y9N4;D6RC04,COMMD10,early_endosome
6715,Q86X83;F8WBW1,COMMD2,early_endosome
6716,R4GMX3;R4GMW6,COMMD3-BMI1,early_endosome
6717,Q9H0A8;H3BM91;A0A0B4J287;H3BQF2,COMMD4,early_endosome
6718,Q9GZQ3;H0YEQ6;E9PJE4,COMMD5,early_endosome
6719,Q7Z4G1,COMMD6,early_endosome
6720,A0A2R8Y600;A0A2R8Y620;A0A2R8Y7U2;A0A2R8Y455;Q86VX2;V9GY66,COMMD7,early_endosome
6721,Q9NX08,COMMD8,early_endosome
6722,Q53FR9;Q9P000;B4DQW0,COMMD9,early_endosome
6723,Q8TCE6;Q6NSW5;A0A3B3IRE4;B4DNL9;B4DMU4,DENND10,early_endosome
6724,Q96C92,ENTR1,early_endosome
6725,Q96J02;A0A590UJQ1;A0A590UJW8;B4DN85;A0A590UK44;Q59ER4;A0A590UK95,ITCH,early_endosome
6726,A0A140VK74;Q96L93;A0A1B0GTU3,KIF16B,early_endosome
6727,A0A0C4DG80;B7Z4L9,KLHL13,lysosome
6728,Q58EZ4;Q9P2J3;Q5JC44;Q7Z350;Q9H8J3,KLHL9,lysosome
6729,W5RWE6;W5RX72;Q7Z7A4;W5RWD6;H7BYG4;A0A0C4DG95;E9PD56;Q32NE9;B4DJS8;B4DJD8,PXK,early_endosome
6730,Q9H1K0;A8K5H3,RBSN,early_endosome
6731,E5RHG5;D3DQH7;E7EW39;D2Y3F6;Q7Z2H8;E5RG64;E5RI40,SLC36A1,lysosome
6732,A0A024R165;Q14142;A0A024R143,TRIM14,early_endosome
6733,O14972;B7Z606;A8MTY9;A8MY26,VPS26C,early_endosome
6734,Q7Z3J2;E7EWW0;B3KT69;F5H7K1;C9J7I2;H3BV68;H3BVG8,VPS35L,early_endosome
6735,A0A0A0MR88;A0A096LPC5,WASHC2C,early_endosome
6736,Q9Y3C0;F5GZ97,WASHC3,early_endosome
6737,K7EMC9;A0A024R8L1;Q969T9;K7ENL2;A6NG10;Q7Z511;K7EIJ0;B4DFL8;B4DV07,WBP2,early_endosome
6738,Q5MNZ6;B4DMI6;I3L4S6,WDR45B,early_endosome
6739,Q9BQ24,ZFYVE21,early_endosome
6740,A8KAL2,A8KAL2[p],Golgi
6741,P40616;F8VYN9;B4DZG7;B4DR16,ARL1,Golgi
6742,P15291;B7ZAH9;B4DLB8;W6MEN3,B4GALT1,Golgi
6743,A0A384NY44;O60512;B3KRZ6;Q71VA3;B3KPV4;A8K5Z0,B4GALT3,Golgi
6744,Q8NCH0;H0YN65,CHST14,Golgi
6745,A0A2R8Y852;A0A2R8YDI1,CUX1,Golgi
6746,Q8NDZ4;B3KT85;E7ET39;B3KTD4,DIPK2A,Golgi
6747,E9PND3;E9PN10;Q6R3F1;A0A024R9E0;O00559,EBAG9,Golgi
6748,O75063;A0A024R918,FAM20B,Golgi
6749,A0A024RC48;Q10472;Q05BM8;K7EJV8,GALNT1,Golgi
6750,O94923;H0YNP1,GLCE,Golgi
6751,A1LQI8;Q68CQ7;C9J880,GLT8D1,Golgi
6752,E7EU81;B4DQW7,GOLGB1,Golgi
6753,Q6P4E1;A8K4R1;A0A3B3IRW9,GOLM2,Golgi
6754,Q7LGA3;B3KN15,HS2ST1,Golgi
6755,Q8IYS2,KIAA2013,Golgi
6756,P33908,MAN1A1,Golgi
6757,O60476;H0Y7H1,MAN1A2,Golgi
6758,Q9UKM7;A0A291FGE6;B4DPS9;H0YGV7;B3KQC5;Q9UFZ8;B3KXZ1,MAN1B1,Golgi
6759,Q16706;A5PKX5,MAN2A1,Golgi
6760,Q59G70;P26572,MGAT1,Golgi
6761,B4DDK9;Q10469,MGAT2,Golgi
6762,Q8N8Q9;A0A024R372,NIPA2,Golgi
6763,Q5SGD2,PPM1L,Golgi
6764,Q6ZRP7,QSOX2,Golgi
6765,Q8TAD4;Q9H9X0;Q9BTR6;Q9BY48,SLC30A5,Golgi
6766,P78382;B4DRU8;Q5W1L7;Q6A0F2;Q6A0F3;A0A087WVM1,SLC35A1,Golgi
6767,Q6ICV6;P78381;B4DE15,SLC35A2,Golgi
6768,Q9HBR0,SLC38A10,Golgi
6769,Q9HC07;B3KNQ2;V9GY93,TMEM165,Golgi
6770,A0A0S2Z612;Q53HI1;A0A0S2Z5D7;J3KQ47,UNC50,Golgi
6771,A8K3Q3;Q8NBZ7;B3KV61,UXS1,Golgi
6772,Q6UB99,ANKRD11,nucleus
6773,A0A6Q8NVI4;A0A3F2YNW7;H0Y7H8;A0A1B0GVK1;A0A1B0GTJ8;A0A1B0GWJ2;A0A1B0GV63,ARID1B,nucleus
6774,B4DL14,ATP5F1C,mitochondrion
6775,Q5H9F3;H7C4B2,BCORL1,nucleus
6776,A0A0G2JNU3;A6H8Y1;B1WB49,BDP1,nucleus
6777,Q9Y3T1;E9PJF5;H0YCF7;G5E9I4;Q9HCU9,BRMS1,nucleus
6778,Q8N9M1,C19orf47,nucleus
6779,Q12887;J3KSJ3;H7C101;A0A590UJJ5,COX10,nucleus
6780,Q9NVM9;H0YH12,INTS13,nucleus
6781,Q96A47;F1T0J9,ISL2,nucleus
6782,A0A1B0GWK2;Q674X7;A0A024QZA5,KAZN,mixed
6783,Q8NHM5;B7ZB05;B4DSN4;A0A0C4DGG3,KDM2B,nucleus
6784,Q9UGL1;A0A3B3IS40;A0A3B3IT25;A0A3B3ITE7;A0A3B3ITA8;A0A3B3ITJ7;A0A3B3ISE6;Q9UFD3;B3KV94;Q9UFC7;B3KMS8;Q9UIW7,KDM5B,nucleus
6785,O43513;Q6IAZ5;E5RIE8,MED7,mixed
6786,A0A0S2Z448;B7Z4N5;P42568;Q6LEQ8,MLLT3,nucleus
6787,Q99583,MNT,nucleus
6788,Q9BZ95,NSD3,nucleus
6789,A0A142I7X2;A0A1D8GZ64,NUP98,ER
6790,A0A1W2PRS6;D1KF47;A0A1W2PSA8;E9PKM0;A0A1W2PQA8;Q66SS1;B3KQG1;D3DQZ8;A0A1W2PQG7;P26367;A0A1W2PQM7,PAX6,nucleus
6791,A0A158RUX1;A0A024R1U1;Q9P2W1;K7ERB6;A0A024R1W9;K7EQS1,PSMC3IP,nucleus
6792,Q96N64,PWWP2A,nucleus
6793,A0A0S2Z4X1,RBM10,nucleus
6794,Q13127;A0A1W2PQA1;A0A6Q8PH19,REST,nucleus
6795,A0A024R566;A0A024R5D9;A0A024R588;B4DJU4;A0A024R572;Q15637;B4DSE4;B4DX42,SF1,nucleus
6796,P12755,SKI,nucleus
6797,Q86UV5;B7ZKS3,USP48,nucleus
6798,A6NFI3,ZNF316,nucleus
6799,Q8NF99,ZNF397,nucleus
6800,Q4KMR5;E9PH99;Q9Y4E5,ZNF451,mixed
6801,O15090;A7E228,ZNF536,nucleus
6802,D6W5T3;Q8N720;Q68DU4;B3KVJ1,ZNF655,nucleus
6803,Q6PIK7;Q8N302;A0A2R8YFF1,AGGF1,cytosol
6804,A0A024R6T5;A0A024R6S6;Q9H8T0,AKTIP,cytosol
6805,A0A2R8Y7Y4;Q8N8A2;H7C209;Q53T07,ANKRD44,cytosol
6806,E5KNC9;E5KNB2;E5KN95;Q9UBZ4;B7ZA71;B4DWI9,APEX2,mixed
6807,A0A024RDL8;P04424;A0A0S2Z3B0;F8W943;B4DU69,ASL,cytosol
6808,A8K7U6;A8K7R5;F8VVS7;Q59GG2;P55211;Q5JRU2;Q5JRU8,CASP9,cytosol
6809,Q96S94,CCNL2,cytosol
6810,F5H875;B4DXN3;A0A6Q8PF35;F8VUA2;A0A6Q8PGM8;A0A6Q8PFF9,CHMP1A,cytosol
6811,F8WCW3;H3BTP4;F8VV11;C9JTU8;B4DL84;E9PFW9;Q9Y602;B3KV52;B2RCT5;A0A024RAX7;Q9Y600,CSAD,cytosol
6812,F5CTF3;D6RFG8;P27707;B4E0A5;D6RCP9,DCK,cytosol
6813,Q6PJ61,FBXO46,cytosol
6814,H7BXD5;P28676;H7C2Z6;B7Z322,GCA,cytosol
6815,A0A024RA58;O60443;C9JSR4;A4FTY0;A4FVA8;A8K410,GSDME,cytosol
6816,Q1L5Z9;B7ZKY9,LONRF2,cytosol
6817,P19174,PLCG1,cytosol
6818,A0A024R726;Q9NVM4;A0A6Q8PFP4;H3BNC0;A0A024R6Z2,PRMT7,cytosol
6819,Q96BW5,PTER,cytosol
6820,Q99638;F5H4F1,RAD9A,cytosol
6821,O75884,RBBP9,cytosol
6822,Q2TU65;A0A0S2Z4Z8;O43353;B3KQM3,RIPK2,cytosol
6823,P30740;V9HWH1;B4E3A8,SERPINB1,cytosol
6824,A0A024QZX3;P35237;A0A024QZX5;A0A087X1N8;A0A2R8YD12;Q8IXH2,SERPINB6,cytosol
6825,Q9GZT4;Q8N3F4;Q53G11,SRR,cytosol
6826,A0A494C164;P52630;R9QE44;R9QGC0;R9QDW5;R9QFA6;R9QFC5;R9QDZ0;R9QE53;R9QE65;R9QE71;R9QG88;R9QF97;R9QFA2;R9QF58;R9QDY3;R9QDW3;R9QE63;R9QDY7;R9QG79;R9QG91;A0JLQ9;R9QF99,STAT2,cytosol
6827,Q6IB64;Q15560;A0A0A0MT58;Q86VL0;Q5JRI7,TCEA2,cytosol
6828,Q5R3I4,TTC38,cytosol
6829,Q13432;Q6MZL1,UNC119,cytosol
6830,Q9H867,VCPKMT,cytosol
6831,Q96S55;B3KT25,WRNIP1,cytosol
6832,Q9NRH1;B2RC46,YAE1,cytosol
6833,Q8IUF1;C9J3G2;Q9BRT8;B7Z4F3;A0A087X140;B7Z8M0;F2Z2T4,ZNG1B,cytosol
6834,Q9H1A4;H0Y564,ANAPC1,spindle
6835,A0A024R6U4;Q9BXC9;H3BRL0;A8K0N9,BBS2,mixed
6836,H7C1U3,CC2D1B,cytosol
6837,Q8TD31;Q6IAC8;A2ABH1;A0A0G2JP87;B0S7V6;Q769H0;A8K081;B4DIA2;A0A0G2JJ47;A0A024RCL6;A0A0G2JPU2;M1T2K8;A0A0G2JII5;A0A494C0D7;A0A494C023,CCHCR1,spindle
6838,O75190;B4DVN1;E9PH18;B4DMJ9,DNAJB6,mixed
6839,Q9NZJ0;F5GZ90;B4DSA7,DTL,cytosol
6840,Q96CS2,HAUS1,mixed
6841,Q9H6D7;G3V541;G3V5A5;G3V4X7,HAUS4,mixed
6842,Q99871;B4DXP4,HAUS7,spindle
6843,Q9BT25,HAUS8,mixed
6844,Q9UG01;A0A6Q8PGJ2,IFT172,spindle
6845,Q96FT9;A0A024R6A9;A0A7I2V6B2,IFT43,mixed
6846,Q9Y366,IFT52,spindle
6847,A0AVF1;B7Z6R6;B7Z2T3;B7Z1H0,IFT56,mixed
6848,Q15051,IQCB1,mixed
6849,Q7Z5L9,IRF2BP2,nucleus
6850,Q2M2Z5;A0A087X032;A0A087WTH3;B4DEC7;A0A087WX12;Q69YZ6,KIZ,spindle
6851,B8ZZ87;Q6NZ67;A0A494C0V9;H7BZ50,MZT2B,spindle
6852,A0A088AWN8;Q9UHQ1;E7EP87;B3KSJ1,NARF,cytosol
6853,A0A024RBE5;Q8NHV4;Q05CT8,NEDD1,spindle
6854,Q9NVU0;Q53GZ2;A0A0C4DH01;B4DDR0,POLR3E,cytosol
6855,Q8TAP8,PPP1R35,translation
6856,Q99633;B2RBU0;Q5T9P7;Q5T9P8,PRPF18,mixed
6857,A0A0A0MTL6;Q6ZS17;B4DZD8,RIPOR1,cytosol
6858,Q96NL6;A0A494C0G8;D6RBP0,SCLT1,spindle
6859,A0A024R674;Q59FP5;B2RMN7;P11277,SPTB,mixed
6860,Q9BZK7;B7Z475;A0A0D9SF63,TBL1XR1,cytosol
6861,Q8TDR0,TRAF3IP1,spindle
6862,Q9BSJ2;Q53EQ3;F2Z2B9;B3KRS1;B3KTU7,TUBGCP2,mixed
6863,Q96CW5;B4DYP7;A0A3B3ITE3;A0A087WU06,TUBGCP3,spindle
6864,Q53FF6;Q53FD1;Q9UHR6,ZNHIT2,cytosol
6865,P42684,ABL2,mixed
6866,Q9UJX5;B3KN47,ANAPC4,nucleus
6867,A0A2X0SYS0;Q13017;A0A0A0MSK6,ARHGAP5,plasma_membrane
6868,Q9Y4X5;Q59FM8,ARIH1,cytosol
6869,O43683;A8K5A6;A0JLU2;B4DYG2;A0A590UK50,BUB1,mixed
6870,M0R2B3;Q9H6X5;M0QZ23,C19orf44,mixed
6871,P20248,CCNA2,mixed
6872,O75794;X6RA30;X6RF82,CDC123,mixed
6873,Q6P2H3,CEP85,mixed
6874,Q9H467,CUEDC2,cytosol
6875,A0A0S2Z5E9;Q69YN2,CWF19L1,mixed
6876,Q96FC9,DDX11,cytosol
6877,Q9H410;A8K3X3;Q4G1A1;Q5JW53;Q5JW54,DSN1,mixed
6878,Q14687;Q59GZ0;H0Y613;H7C3B5,GSE1,mixed
6879,O15379,HDAC3,mixed
6880,B4DQL5;Q9NWB7,IFT57,mixed
6881,D3DVH3;Q96PE3,INPP4A,mixed
6882,Q8IU81;B2RCD8,IRF2BP1,mixed
6883,Q9H081;A8K1M4;I3L4K6,MIS12,nucleus
6884,Q8TDX7;B2R8K8,NEK7,mixed
6885,Q8NCF5,NFATC2IP,mixed
6886,Q9H1D9;Q53FI8;Q05DB8,POLR3F,cytosol
6887,Q6UQL6;O75792;Q6IBG3,RNASEH2A,mixed
6888,Q5TBB1;A0A2R8YCX2;A0A2R8Y7R8;Q8N451;A0A2R8Y6Y1;A0A2R8YGP2;A0A2R8YCJ4;A0A2R8Y761;A0A087WZJ6;A0A2R8Y6Q6;A0A087WXR7;A0A2R8Y883;A0A2R8Y6M7;A0A2R8YCP1;A0A2R8Y687;A0A2R8Y4S2;A0A2R8YEH2;A0A2R8Y7Q3;A0A2R8YE60;A0A2R8YEC1;A0A2R8Y459,RNASEH2B,mixed
6889,Q8TDP1;A0A024R5B3;B4DMW4,RNASEH2C,mixed
6890,Q5VTR2;Q05DC0,RNF20,mixed
6891,Q9NQG5,RPRD1B,mixed
6892,Q15047;E9PRF4;E9PQM8,SETDB1,cytosol
6893,B4DL02;P29353;X6R6D0;Q59HB0,SHC1,cytosol
6894,B4DF37;Q9UH36,SRRD,mixed
6895,Q9BW85;M0R2S3,YJU2,mixed
6896,O14965;B2R6Z3;A3KFJ0;Q5QPD4,AURKA,nucleus
6897,B2RC06;J3KT86,AURKB,nucleus
6898,Q96GD4;J3KTD6;J3QLN8;J3QR41,AURKB,nucleus
6899,Q13895,BYSL,nucleus
6900,A0A024RDZ2;Q13042;B2RCW0;Q5T8C6;A0A3B3ISD2,CDC16,nucleus
6901,B2R935;A0A024R1S2;Q99741,CDC6,nucleus
6902,A0A384MTU6;O00311;B2R6V2;B7Z5H7,CDC7,nucleus
6903,Q53EZ4;H0Y432,CEP55,spindle
6904,Q5T6F0;X6RBJ8,DCAF12,nucleus
6905,Q5BKY9;G3XAI9;B3KWP5;B2RXJ1,FAM133B,nucleus
6906,A0A024R7I4;Q9Y421;B2R547;K7EIY1;K7ENN5,FAM32A,nucleus
6907,A0A024QZR3;B3KPC1,hCG_2002731,mixed
6908,Q9NRZ9;A0A0B4J1V9;F6XU50;A0A087WSW7,HELLS,nucleus
6909,P17482,HOXB9,nucleus
6910,Q9H9L3,ISG20L2,nucleolus
6911,B3KW44;A8K7U3;B4DLT0;E7ETE0;B5ME25;Q9H825;C9JE69,METTL8,nucleus
6912,A5D8W6;B3KTM8;Q9UBU8;H0YLJ3;H0YMJ0;Q0VAE4;H0YM21;H0YNE0,MORF4L1,nucleus
6913,B3KWX6;Q15014;Q53EY5;B3KX14;B4DXQ8;Q5JXX2;Q5JXX1,MORF4L2,nucleus
6914,P29372;Q1W6H1;A2IDA3,MPG,nucleus
6915,B3KQA0;Q9Y605;B4E1T3;A0A087WTY9,MRFAP1,nucleus
6916,A0A2X0SFG5;B2RTY4;H3BRD5;H3BMM1,MYO9A,nucleus
6917,P41227,NAA10,nucleus
6918,Q9NX24;D6RC52;D6RCB9,NHP2,nucleus
6919,A0A024R9J6;Q96MF7;E5RFJ1;E5RHW9,NSMCE2,nucleus
6920,E5KTI5;P78549;A0A494C106;H3BPD5;H3BRL9;A0A494BZZ6,NTHL1,nucleus
6921,Q9BXS6;A8K4B4,NUSAP1,nucleus
6922,O75400,PRPF40A,nucleus
6923,P84101;F8WBN3;C9JQZ0;B8ZZY7;F8WBV6,SERF2,nucleus
6924,A0A024R3M1;Q9P016,THYN1,nucleus
6925,P33981,TTK,nucleus
6926,Q9Y6I4;Q6JHV3;H0YMI4;Q498Y2;H0YKU8;H0YLB7;B3KMX7,USP3,nucleus
6927,B3KTJ9;Q8N163;H0YB24,CCAR2,nucleus
6928,Q9UJX2,CDC23,mixed
6929,Q9NYV4;J3QSD7,CDK12,nucleus
6930,F8WJN3;Q16630,CPSF6,nucleus
6931,Q9Y3B2;B1AMU4;R4GNH9;R4GMQ7;B1AMU7,EXOSC1,nucleolus
6932,Q9NPD3;E9PI41,EXOSC4,nucleus
6933,A0A140VKF1;Q99661;B7Z6Q6;B7Z7M6;Q8N5N1;Q5JR91,KIF2C,nucleus
6934,P61326,MAGOH,nucleus
6935,A0A024R5E3;A0A024R5D2;A0A024R570;O00255;A0A5F9ZHS3;Q9UE24,MEN1,nucleus
6936,P62875,POLR2L,nucleus
6937,Q6FH36;O43447;C9JQD4;Q6FH57;A0A7I2YQS4;H0YEL5,PPIH,nucleus
6938,Q8WWY3;E7EVX8;B4DWW8,PRPF31,nucleus
6939,A0A087WZ13;E9PAU2,RAVER1,nucleus
6940,Q9NW64,RBM22,nucleus
